symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
INFY,INE009A01021,2019-10-27,NSE,EQ,EQ,buy,false,1.000000,646.000000,25106181,1100000000312788,2019-10-27T18:18:44
BLUESTARCO,INE472A01039,2019-11-14,NSE,EQ,EQ,buy,false,1.000000,820.000000,83440,1000000000318970,2019-11-14T09:17:20
BLUESTARCO,INE472A01039,2019-11-14,NSE,EQ,EQ,sell,false,1.000000,815.000000,110909,1000000000332714,2019-11-14T09:18:32
YESBANK,INE528G01027,2019-11-19,NSE,EQ,EQ,buy,false,10.000000,66.400000,75923099,1300000002780608,2019-11-19T10:22:26
YESBANK,INE528G01027,2019-11-19,NSE,EQ,EQ,sell,false,10.000000,64.000000,78454583,1300000009207722,2019-11-19T15:23:53
LEMONTREE,INE970X01018,2019-11-20,NSE,EQ,EQ,buy,false,20.000000,59.750000,50078596,1200000000422925,2019-11-20T09:20:37
LEMONTREE,INE970X01018,2019-11-20,NSE,EQ,EQ,sell,false,20.000000,60.150000,50085023,1200000000452285,2019-11-20T09:21:15
LEMONTREE,INE970X01018,2019-11-20,NSE,EQ,EQ,buy,false,20.000000,60.250000,50089328,1200000000474908,2019-11-20T09:21:43
LEMONTREE,INE970X01018,2019-11-28,NSE,EQ,EQ,sell,false,20.000000,61.050000,50164183,1200000000753936,2019-11-28T09:34:43
IDEA,INE669E01016,2019-12-02,NSE,EQ,EQ,buy,false,100.000000,8.000000,26723034,1100000001590601,2019-12-02T11:55:28
IDEA,INE669E01016,2019-12-09,NSE,EQ,EQ,sell,false,100.000000,6.500000,27521669,1100000006959973,2019-12-09T15:13:14
INFY,INE009A01021,2019-12-12,NSE,EQ,EQ,buy,false,1.000000,709.300000,26009423,1100000002800777,2019-12-12T11:14:44
SBIN,INE062A01020,2019-12-16,NSE,EQ,EQ,buy,false,1.000000,333.600000,75356713,1300000001319098,2019-12-16T09:35:15
